Avg_Area_Income,Avg_Area_House_Age,Avg_Area_Number_of_Rooms,Avg_Area_Number_of_Bedrooms,Area_Population,Address,Neighbourhood,Price
85825,6,6,3,13983,"546 Mitchell Village Suite 737
Lake Vincent, OH 05404-1179",Rich,1137465
62765,7,7,4,22272,"31651 Hale Walks
Port Henryfort, UT 45989",Rich,1369753
70205,5,8,5,26973,"0247 Kenneth Burg
Port Angelica, WI 77878-6142",Rich,1433221
66595,4,7,3,42385,"7793 Bradley Trail Suite 924
Nicholschester, OK 05492-7126",Rich,1373048
64303,5,6,3,20214,"43275 Knight Walks Apt. 856
Jamesville, FL 18420-6564",Middle_Class,941950
57358,7,7,3,22061,"16028 Sarah Isle Suite 386
East Clifford, PW 67999-0591",Middle_Class,948279
74216,6,7,3,45068,"5976 Amanda Grove
Ritterport, SD 08541-1686",Rich,1365036
68503,4,8,4,34699,"80906 Michael Grove Apt. 103
South Denise, KS 86144",Rich,1289082
55481,5,9,3,42179,"20960 Leonard Loaf Apt. 902
South Lisabury, MA 55466",Rich,1398979
75265,8,7,5,13108,"PSC 8409, Box 5628
APO AA 76710-9573",Super_Rich,1559678
68854,6,8,5,37482,"8938 Jose Lodge
Emilyside, CO 97593-5472",Super_Rich,1485677
74854,4,7,4,50538,"041 Claire Glens
Samanthaside, KS 70716-5226",Super_Rich,1553592
54634,5,8,6,41564,"572 Kayla Port Suite 910
New Catherine, UT 56845",Rich,1179278
57098,8,5,2,42721,"7928 Evans Inlet
Port Sherriland, SC 82783",Rich,1262465
68035,6,8,4,34174,"05890 Robin Brook Suite 649
East Bethton, MI 72561",Super_Rich,1663509
63128,5,6,3,39536,"065 Helen Oval Apt. 756
Kathrynborough, UT 72714-6759",Middle_Class,930011
62937,6,8,3,38082,"678 Howe Lights
East Bryan, OR 66067",Super_Rich,1584167
82915,7,7,5,50445,"38531 Anna Estates Apt. 937
Kevinfurt, AZ 71789",Super_Rich,2185480
70138,6,6,4,44684,"67263 Garrett Knoll
Hineshaven, IN 52693-6366",Super_Rich,1529028
75611,5,7,6,22047,"576 Moore Stravenue
Stephaniemouth, OK 66676",Rich,998240
42822,6,4,3,29670,"43074 Armstrong Wall
West Timothychester, NH 29497-5681",Middle_Class,513215
60145,7,8,5,25198,"USNS Reyes
FPO AA 35029",Rich,1136448
87853,6,7,6,42302,"22912 Taylor Island
Brianside, MA 36738-0637",Super_Rich,1898668
66392,5,8,5,26623,"614 Leah Row Suite 729
Marissastad, NM 00794",Rich,1255576
58204,6,7,5,46663,"97004 Gutierrez Greens Apt. 332
East Deniseview, RI 21012-8300",Rich,1367641
88244,6,8,3,25791,"61508 Taylor Turnpike Suite 751
North Sherry, SC 21980-1722",Super_Rich,1788285
68737,4,8,6,34216,"46722 Avila Ford
Lake Sharonland, NY 80569",Rich,1230363
56423,4,8,3,40155,"460 Morales Islands Apt. 118
West Jeffrey, NE 35494",Rich,1000216
66678,3,7,5,23031,"827 Ferguson Isle
Rosebury, AL 61416-3167",Middle_Class,587007
71517,7,7,5,40239,"653 Parker Overpass Suite 506
Susanshire, AZ 00328",Super_Rich,1734373
66097,3,6,4,37467,"41962 Castro Groves Suite 053
Jacquelinestad, PW 32378",Middle_Class,762167
76423,7,7,5,24402,"66807 Johnson Prairie Apt. 849
Hernandezhaven, NE 29672",Super_Rich,1532845
72660,5,6,4,48711,"98734 Sharp Shoals Apt. 825
North Sharon, CA 40445-0695",Rich,1243501
92787,5,6,2,36590,"2574 Richardson Trail
Villarrealland, MD 90258-8822",Super_Rich,1628878
78535,7,7,3,44280,"7069 Barajas Brooks
Martinezbury, VA 51924",Super_Rich,1767330
58110,5,6,2,49355,"97379 Erin Tunnel Suite 230
Wilsonside, CA 62038-2300",Rich,1308752
71614,6,8,4,29922,"914 Ramirez Valleys
East Mark, NM 09382",Rich,1311681
76813,6,6,3,31822,"4134 Susan Fords
Port Andreatown, DE 39559-2783",Super_Rich,1567368
73508,6,6,3,34894,"8580 Caleb Rapid Suite 109
Karenchester, AL 04190-4237",Rich,1126821
63805,7,5,4,48433,"9731 Bryan Estate
North Teresafort, MA 43089-0152",Super_Rich,1473761
67651,6,6,4,50823,"12163 Carter Shoals Apt. 326
Deckerland, SD 16294",Rich,1366000
69086,5,9,6,39890,"7303 Amber Locks Suite 812
North Kelly, IN 94856-6427",Super_Rich,1677612
93822,7,6,3,28555,"16991 Theresa Trace
Port Matthewshire, NC 66272",Super_Rich,1789973
89808,6,8,3,30847,"114 Michael Wall Apt. 387
Lake Taylor, ND 17489",Super_Rich,1961715
64896,5,4,2,33201,"4363 Tara Bridge Apt. 728
Rivasfurt, ND 04123",Middle_Class,673225
61853,7,7,3,23811,"PSC 1123, Box 2566
APO AE 12036-0836",Rich,1230391
64205,5,6,2,48649,"96480 Taylor Mews Apt. 138
New Justinmouth, PA 25004",Rich,1124818
74872,6,7,3,20068,"933 Morgan Via Apt. 871
Nicolebury, AL 14624",Rich,1090996
81980,5,8,3,41393,"79023 Ramirez Isle
East Jeffreyborough, CT 45650-3126",Super_Rich,1570154
52801,5,6,3,21518,"962 Brandon River Apt. 829
South Jamie, GU 95398",Middle_Class,685123
54510,5,8,4,20211,"713 Anderson Lights Suite 346
North Katie, FM 72098",Middle_Class,845553
61868,5,4,3,34967,"76329 Eric Mount Suite 495
Whiteville, AS 79813",Middle_Class,974805
63655,7,7,3,16409,"960 Ferguson Ports Suite 436
Lake Denise, OK 51103-4597",Rich,1247660
86031,5,7,5,35417,"519 David Ways Apt. 059
Port John, PW 73151-6724",Rich,1381417
72748,6,8,6,40137,"231 Rodriguez Extensions
Ramirezview, UT 82819-9826",Super_Rich,1726364
61839,7,5,3,26064,"PSC 9596, Box 0250
APO AE 81289",Middle_Class,961539
76519,6,6,2,28961,"117 Harper Harbor Apt. 891
North Harry, TN 24136",Rich,1359978
76774,6,6,2,34313,"604 Angela Crescent
West Timothy, MP 45493",Rich,1384466
76659,5,7,6,41717,"9224 Phillips Villages
Jamesbury, DC 07921",Super_Rich,1531447
71371,5,5,3,52265,"98797 Miller Manor
Kristinmouth, ID 05829",Rich,1418595
83460,5,6,2,31385,"Unit 3589 Box 1542
DPO AA 16271-0224",Super_Rich,1476386
74740,5,5,4,29954,"3777 John Canyon Suite 968
Amberborough, WA 31105",Rich,1168355
70229,6,7,6,28829,"238 Turner Cliffs Apt. 239
Amyburgh, PA 71224-5090",Rich,1222701
72950,5,5,4,38711,"84076 Anderson Hills Apt. 983
South Justin, OK 66516",Middle_Class,987447
58515,5,6,4,33776,"22469 Amy Valleys
Edwardsberg, MD 02773",Middle_Class,982790
52207,5,7,5,21095,"97665 Clark Roads
Brianmouth, ND 02995-1068",Middle_Class,527749
72821,6,7,5,40594,"5869 Suarez Locks Suite 297
East Jonathanton, DE 82931",Rich,1391232
66250,4,7,3,24201,"63443 Wesley Haven Apt. 970
Maryburgh, CO 32233",Rich,1094321
74275,6,8,6,38535,"7587 Mcdonald Common Apt. 738
Elliottshire, DE 90107",Super_Rich,1610217
81167,8,6,4,28713,"372 Angela Summit Apt. 043
New Tiffany, NJ 35579",Super_Rich,1768705
56119,7,7,4,36041,"334 Robert Inlet
Thomasshire, CO 09495",Rich,1236258
84998,5,6,3,28623,"173 Heather Extensions
Peggybury, AS 89149-2125",Rich,1329007
69604,7,7,6,40684,"50340 Parker Islands Apt. 276
North Alexis, NV 71995-9163",Super_Rich,1704126
70775,6,6,3,40561,"0965 Walker Port
East Jennifer, MN 53589",Rich,1321888
66236,6,5,3,38906,"2929 Rodriguez Pine
North Gregoryland, WY 79081",Rich,1113936
57451,5,7,5,38532,"146 Margaret Drive
East Taylor, AR 62664",Rich,1043628
66293,6,7,6,48877,"76518 Kristen Expressway
Bennettstad, NE 55780-9958",Super_Rich,1663653
69100,4,6,2,46139,"USNS Chaney
FPO AP 87928",Middle_Class,969678
75729,5,7,4,29996,"11252 Waters Expressway Suite 333
Savannahtown, WA 87924-9404",Rich,1183014
58599,5,7,3,26569,"2590 Warren Walk
Robertsport, NY 09253-2552",Middle_Class,957814
59498,5,7,3,25401,"09767 Alvarado Rest
Donnaland, MP 95960",Middle_Class,912891
72409,6,8,6,40605,"098 Melton Cliffs Apt. 580
Madisonmouth, SC 04285",Super_Rich,1479758
69316,6,7,4,24448,"PSC 3490, Box 0556
APO AE 04921",Rich,1431507
68656,7,8,6,43833,"6258 Shirley Lock Suite 916
North Craig, HI 86453-3624",Super_Rich,1747911
71240,5,8,5,42566,"1191 Tate Islands Suite 460
Smithtown, ME 11150-3233",Super_Rich,1563083
73223,5,7,6,41113,"154 Lee Tunnel
Smallland, NC 15747-5815",Rich,1425745
60968,5,5,4,28483,"0542 Brandon Mountain
Silvafurt, NE 88050-3603",Middle_Class,804453
65935,5,8,4,36262,"7168 Morgan Viaduct
West Paulchester, KY 61596",Rich,1060440
62773,4,6,4,41389,"1880 Samuel Fork Suite 830
Lake Elizabethfort, UT 41369-0237",Middle_Class,954737
69304,5,7,3,29465,"326 Isaiah Isle
Stevenfort, UT 18732",Rich,1152604
73218,4,5,4,31619,"232 Andrade Cliffs Apt. 325
Lewismouth, VI 87172-1000",Middle_Class,955943
63787,4,6,3,22449,"4619 Doyle Causeway
New Gilbert, WY 70871-5578",Middle_Class,433247
76613,7,7,5,43250,"2499 George Stravenue
New Pamela, AK 46876",Super_Rich,1718876
64461,7,6,2,34210,"24231 Woods Alley Apt. 225
Ralphfurt, PA 09827-4337",Rich,1236874
41533,6,5,4,31685,"059 Morris Summit
New Whitney, NY 73137",Middle_Class,682200
79575,4,5,4,31050,"4827 Kelsey Glen Suite 220
Michaeltown, MD 34529",Rich,1141916
82185,5,5,4,29258,"Unit 4395 Box 2223
DPO AE 68423-9498",Rich,1162735
69853,7,7,6,41913,"8408 Lam Mountains
Robertside, SD 61154-0104",Super_Rich,1681340
51519,6,5,4,43258,"15429 Janice Lock
Jessicaville, MD 71946",Middle_Class,945981
48616,7,6,4,29770,"69330 Vasquez Square Apt. 177
West Douglasland, NV 48332",Middle_Class,854045
63324,7,6,4,43281,"PSC 5511, Box 3978
APO AA 43113",Rich,1372994
65016,2,8,6,15902,"584 Rick Cove
Leeberg, ND 15540-8557",Middle_Class,414571
76855,4,6,2,45388,"6948 Michelle Tunnel
South Christopherville, NM 47337-9117",Rich,1240319
75302,6,7,4,42382,"63283 Simmons Meadows Apt. 194
North Amandaville, MO 55928",Super_Rich,1640646
69438,6,7,4,57775,"898 Craig Ridge Apt. 204
Coryfort, GA 66710-2535",Super_Rich,1537335
75764,4,6,2,36712,"97282 Moore Knoll Suite 107
West Megan, AS 39793-7339",Rich,1337966
68814,5,5,3,42285,"49682 Brett Square
New Andrea, NH 32549",Rich,1085113
60912,6,6,4,20915,"2378 Christine Oval
North Michaelborough, CT 83476",Middle_Class,905328
41007,5,6,3,39526,"682 Lara Hollow Suite 021
South Shannonmouth, KY 33314-3669",Middle_Class,494742
61949,6,6,2,42092,"50415 Julia Lane Apt. 645
Lake Emilyfort, KY 92027-9820",Rich,1237360
67421,4,7,6,20167,"9641 Jackie Brook
Timothyshire, PW 16107",Middle_Class,864899
68428,5,6,3,31074,"3228 Kathy Shores Suite 923
North Nathaniel, RI 37530",Rich,1002192
61839,5,6,4,17244,"802 Lauren Locks
Scotttown, KY 33922-1795",Middle_Class,800110
62835,7,7,5,50097,"2144 Jackson Path Apt. 300
Charleneland, NM 58522",Rich,1410331
72485,4,5,2,43134,"1608 Andrews Rest Apt. 672
Richardshire, IN 92603",Rich,1036382
60945,4,5,3,34162,"53074 Alexis Village Apt. 437
Floydland, DC 23157",Middle_Class,437146
83729,4,5,3,12906,"914 Beasley Pines Suite 756
Lake Phillip, VA 85426",Middle_Class,624432
57605,7,5,2,49411,"USS Thomas
FPO AA 60174-6263",Rich,1179440
75358,8,7,3,21319,"84910 Lloyd Green Apt. 744
Lake Lynn, AK 73257-6707",Super_Rich,1740404
53927,4,5,3,37875,"880 Lee Groves Suite 157
West Jeffrey, HI 92567-7167",Middle_Class,706135
60776,6,5,3,28318,"698 Julie Shoals Suite 296
Christensentown, WI 62082",Middle_Class,870252
69648,5,6,3,36038,"66285 Drake Hollow Suite 740
New Shannonhaven, VA 07026-9938",Rich,1106149
59295,4,8,4,46784,"5115 Anderson Plains
Wilkinsonbury, ND 95001-4548",Rich,1192677
97548,5,6,2,39089,"349 Sean Forges
Whitakerville, WY 85138-4153",Super_Rich,2026303
61688,6,8,6,35552,"Unit 6166 Box 9012
DPO AA 29420-5875",Rich,1311473
72469,5,8,3,27227,"69260 Brenda Overpass Apt. 620
Port Nicolestad, UT 49247",Rich,1123386
76048,6,7,6,22469,"981 Melanie Route Suite 924
South Johnny, VA 94359-3209",Rich,1205750
79186,6,9,6,17840,"448 Middleton View
Jenniferton, GA 83163-3132",Super_Rich,1582140
49220,5,6,2,46981,"90759 Beth Manors Apt. 532
Williamport, RI 50228",Middle_Class,573434
80040,6,8,5,29699,"8337 Cody Fields Apt. 592
Tinafurt, GU 56684-5907",Super_Rich,1735826
51995,6,6,2,47073,"019 Richard Mountain Apt. 282
East Melaniebury, IN 51530-5215",Rich,1052185
52711,7,8,4,25594,"36330 Rodriguez Cape Suite 137
East Ashleyshire, HI 61481-1240",Rich,1151281
56934,8,7,3,37076,"USCGC Sanchez
FPO AP 77447",Super_Rich,1531216
66760,5,5,3,42292,"76265 Morris Walks
Lake Jamesland, MN 54821",Rich,1103352
52376,5,4,2,34189,"951 Richard Ford Suite 733
Oneillside, NE 17071-7757",Middle_Class,308199
70224,7,6,4,40274,"236 Kramer Oval Apt. 169
New Crystal, NJ 58341",Rich,1423296
62612,6,6,3,40789,"027 Brandy Plaza Apt. 534
Hendricksmouth, PW 87092-1532",Rich,1315684
80284,5,4,2,23457,"9488 Wood Hill
New Jesseton, IL 19753",Middle_Class,637951
66811,6,5,2,33499,"39656 Julie Ways
South Richardshire, WV 91991-0615",Rich,1027191
51142,5,7,6,41872,"USCGC Williams
FPO AE 95935-4246",Middle_Class,729678
90535,5,5,2,42249,"9912 Anderson Bridge
Port Chad, NY 38307",Super_Rich,1676770
93185,5,6,2,23723,"719 Yvonne Station
Patrickfort, MO 43725-2826",Super_Rich,1569121
70743,5,5,3,26897,"7526 Kara Club Suite 242
Deannabury, KY 79535",Middle_Class,874969
56024,6,7,4,36215,"428 Jacobs Overpass
Bradyville, NE 27399",Rich,1172413
76224,6,5,2,50003,"85934 Stephen Passage Suite 880
Kramermouth, KY 23168",Super_Rich,1538985
89671,4,8,5,15625,"7557 William Plains
Tamarabury, PW 76806-8720",Rich,1286572
89825,6,6,3,18598,"09777 Ortega Drive
Leefort, AZ 98396",Super_Rich,1646033
61013,6,6,3,34771,"33137 Amanda Shoals Apt. 794
Burnettview, MH 63625-7023",Rich,1147313
63362,6,5,4,34971,"14640 James Freeway
Lake Nathanchester, HI 32651",Middle_Class,976483
57086,5,7,4,39002,"97843 Jessica Drive
Stephenborough, AL 57418-2908",Rich,1073350
69044,4,5,4,34764,"937 Singh Greens
Bakerfort, HI 27291",Rich,1084255
81438,4,6,2,43340,"1509 Courtney Islands Apt. 510
Port Kenneth, IN 97618",Rich,1432252
78299,6,7,3,39298,"60626 Lopez Circles
Jonathanberg, NV 15215",Super_Rich,1676070
87386,6,6,3,31735,"59562 Edward Creek
Katherineborough, CT 42078",Super_Rich,1580557
83149,6,5,3,45985,"0306 Hernandez Club Apt. 883
Aguirrechester, HI 88830",Super_Rich,1549873
94085,6,9,5,31011,"61316 Julie Turnpike Suite 237
Williammouth, AL 52135-3954",Super_Rich,1989672
60710,5,7,6,44101,"54528 William Streets Apt. 691
Anthonyhaven, IA 31543",Rich,1286980
71309,7,8,4,32356,"701 Michael Courts
Lake Diamondchester, ND 59260-2575",Super_Rich,1752967
93303,4,7,3,38162,"8619 Brandon Coves
West John, SC 38987",Super_Rich,1529711
85631,5,8,4,42811,"242 Scott Fork Apt. 801
West Brianhaven, AS 10256-3621",Super_Rich,1710612
51359,6,5,2,40796,"1939 Ortiz Springs
Rogersfurt, KY 08574",Middle_Class,774009
75868,5,6,3,39295,"37770 Travis Way Suite 466
East Cynthia, FM 20131-8633",Super_Rich,1536143
82733,5,8,5,39060,"06954 Shane Fort
South Jamesfurt, RI 46652-5410",Super_Rich,1662939
67043,5,5,4,53738,"60943 Travis Station Suite 213
Jacobton, NM 98775",Rich,1443027
67037,5,6,3,41042,"96065 King Loop Suite 246
Kylehaven, SC 68949-5123",Rich,1282258
56696,6,9,3,26083,"131 Weber Plain
South Brittney, KY 62380-9095",Rich,1245967
65837,6,6,4,18249,"098 Marissa Village Apt. 996
Tinatown, SC 06354-8234",Rich,1025908
79477,5,6,3,30411,"4638 Brown Ridges
East Victoria, WI 18252-6242",Rich,1380070
55048,4,6,2,25092,"PSC 6367, Box 8767
APO AP 41574-6578",Middle_Class,288708
80613,4,7,5,35692,"09890 Jackson Circle Apt. 190
New Krista, AR 82878-0303",Rich,1247581
76848,7,7,6,43978,"1109 Poole Estate
New Kathryn, AR 21503",Super_Rich,1767399
83586,6,7,4,34277,"6638 Patrick Mountains Apt. 899
Reedmouth, IN 33047",Super_Rich,1588549
86343,5,7,3,35780,"6881 Michael Knolls
North Deborah, PA 22711-5716",Super_Rich,1685217
65846,6,6,3,28214,"12315 Johnson Corners Suite 788
West Tyler, WV 04839",Middle_Class,928950
69577,6,8,5,48122,"8363 Michael Manor
Welchbury, WY 49675",Super_Rich,1565931
61581,4,6,2,43070,"360 Gray Shore
North Cherylside, PR 98151-1382",Middle_Class,926882
79097,5,8,5,43950,"PSC 4708, Box 5599
APO AA 90727",Super_Rich,1770616
68988,5,8,4,28734,"85057 Steven Common Suite 196
Jamesmouth, RI 95375",Rich,1279353
46926,4,5,3,53820,"9551 Rhonda Inlet
West Jeffrey, AL 23901",Middle_Class,530764
84708,8,8,4,28218,"39963 Dustin Garden Suite 315
Porterport, FL 25335-2659",Super_Rich,1874895
79619,5,7,6,34605,"33640 King Via Suite 489
North Michelleside, FL 74030-0766",Rich,1422890
61795,7,6,4,40719,"16804 Patrick Lodge Apt. 946
East Bradley, SD 93895",Rich,1245788
54621,6,7,5,44500,"8393 Raymond River
New Francisco, KY 28146-9843",Rich,1248130
70153,7,6,4,31863,"708 Ronald Lodge
Wallberg, NC 99284-2612",Super_Rich,1535564
79292,6,8,4,27772,"7763 Anderson Summit
South Ashleyport, KS 30939-6959",Super_Rich,1709441
67348,4,8,4,52158,"0942 White Key
Cynthiaborough, MN 74981-2216",Rich,1433260
73355,6,7,6,28007,"Unit 0474 Box 5567
DPO AA 77678",Rich,1282758
68958,6,7,3,46682,"Unit 0375 Box 5726
DPO AE 97365",Super_Rich,1682708
44088,7,5,2,31032,"71471 Mcgrath Passage Apt. 044
Mendezville, NV 28559-8349",Middle_Class,624482
80650,5,7,6,54516,"52214 Bruce Island
New Pamela, WY 80939-1528",Super_Rich,1651684
57945,4,7,3,23040,"95430 Leach Hollow
Gordonview, NE 01088-0293",Middle_Class,768034
63625,5,5,2,35778,"0285 James Crossroad Apt. 384
Jessicaview, TN 23865",Rich,1001876
60684,6,8,6,42643,"USS Cortez
FPO AP 24063-2965",Super_Rich,1500821
90160,3,5,2,34010,"8934 Kristen Fall Suite 814
Gibbsview, DC 34096",Rich,1273988
62016,4,6,2,48896,"505 Gonzalez Villages
West Holly, HI 79586-9203",Rich,1031046
79261,5,7,6,36128,"64087 Chad Ford
Weissside, NE 91504",Super_Rich,1508198
49205,6,6,4,30395,"70252 Jones Track
North Carlaville, AK 16083",Middle_Class,773996
84973,6,7,6,38072,"PSC 8482, Box 8446
APO AE 38902",Super_Rich,1723706
80573,3,8,3,34411,"1911 Kathy Creek Apt. 339
Lake Craigshire, DE 27255-4685",Rich,1260826
71062,7,6,4,30770,"333 Eric Avenue
Josephmouth, AS 16402",Rich,1367142
85828,5,7,5,29248,"4258 Johnson Square
New Christopher, GU 59235",Rich,1303091
67868,7,6,4,32732,"98552 Scott Street Apt. 104
Port Jennifer, RI 77598-1581",Rich,1341870
72778,6,7,4,24559,"17598 Dennis Brook
Greenton, WY 81859",Rich,1188416
73304,4,7,6,24283,"238 Delgado Center
East Charlotte, GU 19126-4603",Rich,1155077
68025,5,6,4,35478,"05581 Thompson Mountains
Lake Darlenefurt, NH 44102-3505",Rich,1048969
81024,5,6,2,25837,"02827 Alexis Landing
Rossside, GU 67047",Rich,1319478
69289,4,6,4,40695,"16295 Wood Motorway Apt. 541
Sandraview, IA 95516-8640",Rich,1022408
72695,5,6,4,48115,"459 Hays Squares
Isaacborough, MN 74557",Rich,1394970
67568,4,7,4,36474,"86766 Susan Ridge Suite 556
East Theresamouth, MH 09051-0041",Rich,1183343
76503,5,6,4,42154,"6822 Pamela Centers Suite 537
Seanmouth, AZ 48832-2451",Rich,1259919
66273,4,6,2,12950,"PSC 0675, Box 5018
APO AP 00437-2898",Middle_Class,579585
57736,7,7,4,45688,"5181 Michael Springs Apt. 305
Gomezport, UT 25664-2756",Super_Rich,1591188
73505,7,7,6,31536,"6790 Kelly Flat
Yorkborough, OR 63137",Rich,1437153
60537,4,6,3,31247,"702 Melissa Key
West Lisafurt, WV 54879",Middle_Class,851018
66544,6,6,2,34141,"568 Jennifer Falls Apt. 236
South Nicole, IN 15411",Rich,1321037
60754,6,6,3,29425,"9613 Edwin Mews
West Jacobfurt, MH 44303-7441",Rich,1112286
86160,4,7,3,47757,"Unit 5763 Box 7057
DPO AA 43894",Super_Rich,1509968
44577,7,7,5,27835,"2480 Preston Lane Apt. 815
Sandersfort, AK 98217-6991",Middle_Class,959625
61951,5,7,5,38737,"3484 Lee Meadow
North Tina, AS 81526",Rich,1032180
79027,5,6,3,21387,"785 Christina Drive
Darrylfurt, AZ 27606-0832",Rich,1232014
69186,7,6,4,49505,"5281 King Motorway
Tinafort, ID 72673",Super_Rich,1575100
84268,4,7,4,31182,"03370 Angela Forge Apt. 416
South Charlesberg, WY 44653",Rich,1257433
93719,6,7,5,39900,"039 Allison Brooks Apt. 116
Jonesmouth, PR 96253-5344",Super_Rich,2173808
65218,5,7,5,34863,"6478 Harris Bridge
New Rickeystad, UT 82195",Rich,1115549
78169,5,5,3,44503,"PSC 9170, Box 1232
APO AE 46839",Rich,1397956
63907,5,8,4,28299,"2001 Stephen Plains Suite 265
Jonesmouth, FL 96973",Rich,1003905
74867,6,6,4,57841,"PSC 8544, Box 1991
APO AA 54210-2865",Super_Rich,1614373
73950,6,6,2,30518,"2568 Elizabeth Ferry Suite 833
Nelsonborough, KY 90566",Rich,1463367
74158,4,8,3,32580,"7972 Snyder Fort Apt. 686
West Benjaminside, OH 81904-1054",Middle_Class,966620
63280,7,7,3,43031,"5889 Cindy Land Apt. 882
Port Johnside, PA 35545",Rich,1453663
75869,5,7,5,32436,"30865 Rollins Burgs Suite 242
Cortezland, HI 41003-9434",Rich,1321388
61171,4,7,6,41919,"59631 Miles Wells
Lozanoview, GA 23655",Middle_Class,910512
66120,5,7,5,28439,"26319 Lisa Tunnel Apt. 076
Davidhaven, FL 69932",Rich,1029354
79566,5,7,5,49311,"536 Thompson Turnpike
West Toddfurt, VT 33903-0801",Super_Rich,1608889
84020,5,7,4,25975,"371 Frank Squares
Smithshire, VA 41884",Rich,1458009
83936,7,6,3,55471,"02264 Rebecca Spur Apt. 938
New Tomburgh, NE 93284",Super_Rich,2198564
60007,7,6,4,47734,"8611 Swanson Lodge Apt. 186
Conwaymouth, RI 31621",Rich,1281777
60125,7,7,3,25424,"5424 Lopez Hill Suite 805
North Sandra, CT 29555-5745",Rich,1196643
70580,6,8,3,36626,"1123 Price Rest
Patriciafurt, AR 17057-1938",Super_Rich,1578493
53029,4,6,2,34472,"58197 Anderson Squares Suite 899
Sarahburgh, MS 28271-3171",Middle_Class,430088
55289,5,7,5,30773,"7808 Michele Meadows Suite 816
New Donna, CA 17319-8250",Middle_Class,677988
71776,5,8,5,29802,"20269 Elizabeth Course
Heatherside, NJ 41595-0901",Rich,1085534
75999,6,7,4,35183,"1503 Allison Freeway Apt. 398
Lake Gina, AS 58599-4858",Super_Rich,1634781
56265,5,7,3,40493,"06789 Pollard Extensions Apt. 768
Danielville, MH 43252",Rich,1167449
61590,6,6,4,34460,"97941 Anderson Crest Suite 575
South Shawnside, MD 87126",Rich,1067727
71172,5,6,4,23264,"93861 David Village Apt. 086
North Richardshire, OR 12991-5274",Middle_Class,887739
57925,3,7,6,40177,"607 Ashley Square
Simmonsville, LA 76219",Middle_Class,842924
75025,3,6,4,33970,"76711 Laura Lodge Apt. 211
South Chad, PA 10027-9358",Middle_Class,864067
